sex,viloyat_id,tuman_id,mfy_id,client_type,job_name,salary,total_client_family_salary,occupation_status,family_status,family_members_count,home_type,home_owner,client_monthly_expenditure,product_price,final_produt_price,status
1,11,161,4642,1.0,51,12.0,5279405.839552239,2.0,1,1.0,1.0,1.0,400000.0,10510000.0,10510000.0,1
1,6,76,5754,2.0,191,4508692.459859704,5000000.0,1.0,2,6.0,1.0,1.0,2400000.0,5565000.0,5565000.0,1
1,6,80,5957,2.0,183,4500000.0,4500000.0,1.0,1,4.0,1.0,1.0,2000000.0,1750000.0,1750000.0,0
2,6,89,6043,1.0,216,1400000.0,1400000.0,1.0,1,6.0,1.0,1.0,2400000.0,2875000.0,2875000.0,0
2,6,76,5799,2.0,191,4508692.459859704,5279405.839552239,2.0,1,5.0,2.0,1.0,2000000.0,6640000.0,6640000.0,0
1,13,183,5117,1.0,22,7000000.0,7000000.0,1.0,1,7.0,1.0,1.0,2800000.0,729000.0,729000.0,0
1,6,76,5792,1.0,94,3500000.0,3500000.0,1.0,2,3.1163275910109514,1.0,1.0,1029081.8977527379,10310220.136701196,10310220.136701196,1
1,6,87,6018,2.0,120,3000000.0,3000000.0,1.0,1,3.0,1.0,1.0,1200000.0,2760000.0,2760000.0,0
1,6,87,6155,1.0,51,4942945.278848746,1254356.2230789966,1.0,1,2.057054721151254,1.9429452788487458,1.0,1028527.3605756272,17178920.600771096,17178920.600771096,1
1,6,90,6095,1.0,183,7000000.0,7000000.0,1.0,1,5.0,1.0,1.0,2000000.0,4202800.0,4202800.0,1
2,6,76,5785,2.0,153,4508692.459859704,3000000.0,1.0,1,11.0,1.0,1.0,2323804.6012412724,2784000.0,2784000.0,1
2,6,76,5808,2.0,185,1.0,5000000.0,1.0,1,5.0,2.0,1.0,2500000.0,5175000.0,5175000.0,0
1,6,90,6099,1.0,183,9000000.0,9000000.0,1.0,2,3.0,1.0,1.0,1500000.0,5310000.0,5310000.0,0
1,6,86,5981,1.0,184,3738.7689129257487,5000000.0,1.0,1,5.0,1.030276367202023,1.0,2000000.0,3897573.491212172,3897573.491212172,1
2,6,76,5800,1.0,191,3000000.0,3000000.0,1.0,1,3.0,2.0,1.0,1500000.0,3240000.0,3240000.0,1
2,13,183,6207,1.0,51,3500000.0,3000000.0,1.0,1,3.0,1.0,1.0,1200000.0,2448000.0,2448000.0,1
1,6,76,0,2.0,153,4500000.0,4500000.0,1.0,1,7.0,1.0,1.0,3500000.0,6420000.0,6420000.0,0
1,6,89,6048,1.0,51,6000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,3647855.0,3647855.0,0
1,13,183,5214,1.0,194,5000000.0,5000000.0,1.0,1,3.0,1.0,1.0,1200000.0,16706988.99655816,16706988.99655816,1
1,6,90,6071,1.0,120,2500000.0,2500000.0,1.0,1,7.0,1.0,1.0,3500000.0,7500000.0,7500000.0,0
1,6,92,6098,1.0,118,1800000.0,1800000.0,1.0,1,3.9781766032245107,1.0,1.0,1591270.6412898041,1977001.6976584296,1977001.6976584296,1
2,6,76,5792,2.0,51,5000000.0,5000000.0,1.0,1,3.0,2.0,1.0,1200000.0,1584000.0,1584000.0,0
1,6,76,5784,1.0,21,2000000.0,2000000.0,1.0,1,3.9416919866580304,1.0,1.0,1594169.198665803,3651754.6143507776,3651754.6143507776,1
2,6,76,5800,1.0,51,4605683.604013814,9161.138757209812,1.0,1,5.0,2.0,1.0,2098707.1602100935,4599711.673571866,4599711.673571866,1
1,6,90,6098,1.0,135,3500000.0,3500000.0,1.0,1,6.0,1.0,1.0,3600000.0,929040.0,929040.0,0
2,6,76,5791,2.0,85,2000000.0,2000000.0,1.0,1,11.0,1.0,1.0,4400000.0,15120000.0,15120000.0,0
1,6,76,5804,2.0,120,150000.0,1500000.0,1.0,1,2.0,1.0,1.0,2323804.6012412724,3430000.0,3430000.0,0
2,6,89,6043,1.0,68,3000000.0,3000000.0,1.0,1,9.0,1.0,1.0,3600000.0,3096800.0,3096800.0,0
1,13,183,6216,1.0,194,4000000.0,4000000.0,1.0,1,6.0,1.0,1.0,2400000.0,4500000.0,4500000.0,0
2,6,76,5814,1.0,51,3500000.0,1000000.0,1.0,1,5.0,1.0,1.0,2500000.0,2448000.0,2448000.0,0
1,6,90,6178,1.0,51,5000000.0,900000.0,1.0,1,6.0,1.0,1.0,2400000.0,597240.0,597240.0,1
1,6,89,6041,1.1930345091160064,107,3806965.4908839935,4096517.254558003,1.0,1,3.0,1.0,1.0,1742089.6472651982,7611741.372720999,7611741.372720999,1
2,6,76,5767,1.0,51,1000000.0,1000000.0,1.0,1,1.0,1.0,1.0,500000.0,3360000.0,3360000.0,1
1,6,76,5794,1.0,153,15000000.0,15000000.0,1.0,1,4.0,2.0,1.0,2000000.0,10440000.0,10440000.0,1
1,9,128,5460,1.0,115,4755187.768974878,4755187.768974878,1.0,1,6.489624462050244,1.0,1.0,2902075.1075899513,2288762.8321596766,2288762.8321596766,1
2,6,76,5800,1.0,51,779513.9284975012,779513.9284975012,1.0,1,4.0,1.734953571674996,1.0,1526504.6428325004,5491930.851406823,5491922.369921116,1
1,6,76,5779,2.0,51,5000000.0,5000000.0,1.0,1,11.0,1.0,1.0,4400000.0,4095000.0,4095000.0,0
1,6,87,6020,2.0,183,10000000.0,10000000.0,1.0,1,7.0,1.0,1.0,3500000.0,1687608.0,1687608.0,0
1,9,137,6023,1.0,155,10000000.0,10000000.0,1.0,1,4.142595958027133,1.0,1.0,1657038.3832108532,14442961.616789147,14442961.616789147,1
1,6,76,5781,1.7404761319535191,51,7000000.0,7000000.0,1.0,1,3.7404761319535194,1.0,1.0,1574047.6131953518,16602771.451746406,16602771.451746406,1
1,13,183,5107,1.0,120,1234.0,1234.0,1.0,1,5.0,1.0,1.0,2000000.0,2654000.0,2654000.0,0
1,6,79,5957,1.0,183,4933834.811165559,5000000.0,1.0,1,4.93383481116556,1.0661651888344403,1.0,2440451.3300490035,18340150.443349667,18340150.443349667,1
2,6,87,6005,1.0,187,2000000.0,2000000.0,1.0,1,6.0,1.0,1.0,2000000.0,3980000.0,3980000.0,0
1,6,90,6095,2.0,194,6000000.0,6000000.0,1.0,1,8.0,1.0,1.0,3200000.0,3893120.0,3893120.0,0
1,6,89,6063,1.9343051410456342,175,1.0,6000000.0,1.0,1,7.802915423136903,1.0,1.0,3901457.7115684515,9045568.703188444,9045568.703188444,1
1,6,76,5789,2.0,194,6000000.0,6000000.0,1.0,1,3.0,2.0,1.0,1200000.0,6708000.0,6708000.0,0
2,6,80,5974,2.0,51,2500000.0,2500000.0,1.0,1,4.0,1.0,1.0,1600000.0,10378000.0,10378000.0,0
2,6,76,5748,1.0,51,3000000.0,3000000.0,1.0,1,6.0,1.0,1.0,20000000.0,6522048.0,6522048.0,0
2,6,76,5787,2.0,51,750000.0,750000.0,1.0,1,7.0,1.0,1.0,2800000.0,1452000.0,1452000.0,0
1,6,82,5932,1.0,51,3250879.137759531,6541813.113262108,1.0,1,3.0,1.5418131132621073,1.0,15000000.0,5519892.984082426,5519892.984082426,1
1,6,90,6065,2.0,51,7000000.0,7000000.0,1.0,1,4.0,1.0,1.0,1600000.0,3696000.0,3696000.0,0
2,6,76,5804,1.0,51,2000000.0,2000000.0,1.0,1,2.0,2.0,1.0,800000.0,2652000.0,2652000.0,1
2,6,80,5956,1.0,120,800000.0,800000.0,1.0,1,4.0,1.0,1.0,1600000.0,3240000.0,6480000.0,0
1,6,90,6167,2.0,151,1.0,6000000.0,1.0,1,13.0,1.0,1.0,5000000.0,930000.0,930000.0,0
1,6,76,5808,2.0,183,4000000.0,4000000.0,1.0,1,6.0,1.0,1.0,2000000.0,6708000.0,13416000.0,1
2,6,90,6075,1.0,51,1000000.0,1000000.0,1.0,1,6.0,1.0,1.0,2400000.0,9520000.0,9520000.0,0
2,6,76,5800,2.0,51,3000000.0,3000000.0,1.0,1,3.0,2.0,1.0,1200000.0,930000.0,930000.0,0
1,6,76,5800,1.0,191,4512071.654559017,5277484.096743849,1.9931220377803507,1,3.0,1.9931220377803507,1.0,1200000.0,4870000.0,4870000.0,1
1,6,86,6000,1.0,191,60000000.0,6000000.0,1.0,2,3.071158285173433,1.0,1.0,14074942.292745374,7999995.38341963,7999995.38341963,1
2,6,76,5754,2.0,15,6000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,9135000.0,9135000.0,0
2,6,76,5799,1.0,51,1234.0,900000.0,1.0,1,2.0,2.0,1.0,1000000.0,530000.0,530000.0,1
1,6,78,5881,1.0,125,5000000.0,5000000.0,1.0,1,4.062464069070988,1.0,1.0,1890601.6448961424,18495942.709984705,18495942.709984705,1
2,6,76,0,2.0,153,3000000.0,3000000.0,1.0,1,5.0,2.0,1.0,3000000.0,5439000.0,5439000.0,0
1,6,76,5797,1.556878443172096,96,13774867.42502139,15000000.0,1.0,1,3.4431215568279043,2.0,1.0,1554497.2454623233,8782729.753119843,8782729.753119843,1
1,6,76,5792,2.0,51,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,4245000.0,4245000.0,0
1,6,80,5959,1.0,157,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,200000.0,19110000.0,19110000.0,1
2,6,76,5787,2.0,223,3000000.0,3000000.0,1.0,1,4.0,1.0,1.0,1600000.0,5088000.0,5088000.0,1
2,6,76,5798,2.0,61,821250.5875501955,3545627.6439758795,1.0,1,3.2125058755019547,2.0,1.0,1363751.7626505864,5211250.587550196,5211250.587550196,1
1,6,87,6162,1.0,51,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,11556000.0,11556000.0,1
2,6,76,5782,1.0,51,1234.0,1234.0,1.0,1,3.0,1.0,1.0,1500000.0,5240000.0,5240000.0,1
1,6,77,5805,1.0,140,15000000.0,15000000.0,1.0,1,4.119685237851073,1.0,1.0,2000000.0,7615143.040328158,7615143.040328158,1
2,6,90,6070,1.0,166,5000000.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,5775000.0,5775000.0,0
2,6,76,5790,2.0,51,3500000.0,3500000.0,1.0,1,2.0,1.0,1.0,800000.0,7350000.0,7350000.0,0
1,6,80,5957,1.0,51,4000000.0,4000000.0,1.0,1,4.0,1.0,1.0,1600000.0,8196000.0,8196000.0,1
1,6,76,5755,1.1591284205740773,133,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,2079564.2102870387,2771726.9726354075,2771726.9726354075,1
1,6,76,5800,1.0,51,1532970.8894448574,1532970.8894448574,1.0,1,2.1099029648161918,1.8900970351838082,1.0,843961.1859264767,3391053.196784998,3391053.196784998,1
1,6,78,5860,1.0,43,3000000.0,3000000.0,1.0,1,5.207241886427187,1.7927581135728128,1.0,2082896.7545708749,3837303.5395568935,3837303.5395568935,1
2,6,76,5751,1.0,51,1.0,5279405.839552239,1.0,1,6.0,2.0,1.0,3000000.0,2700000.0,2700000.0,1
2,6,76,5749,2.0,84,7000000.0,7000000.0,1.0,1,3.0,2.0,1.0,1200000.0,9516000.0,9516000.0,0
1,6,90,6081,1.0,183,5000000.0,5000000.0,1.0,1,3.0,1.0,1.0,1200000.0,4755800.0,4755800.0,1
1,9,132,6114,1.0,163,1811070.986488678,1811070.986488678,1.0,1,4.472322533778305,1.472322533778305,1.0,2000000.0,11651143.210809058,11651143.210809058,1
1,6,87,5998,1.0,51,5000000.0,5000000.0,1.0,1,4.0,1.0,1.0,1600000.0,3895000.0,3895000.0,0
1,11,159,5346,1.0,175,6000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1699528.7808766328,6636000.0,6636000.0,1
1,6,76,5748,1.0,164,6000000.0,6000000.0,1.0,2,5.0,2.0,1.0,1200000.0,15930000.0,15930000.0,1
2,6,87,5990,2.0,124,3000000.0,6500000.0,1.0,1,4.0,2.0,1.0,2000000.0,2743000.0,2743000.0,0
1,6,76,5764,2.0,51,5000000.0,5000000.0,1.0,1,4.0,1.0,1.0,2000000.0,5785000.0,5785000.0,0
1,6,87,5989,1.0,182,10000000.0,10000000.0,1.0,1,5.990945838419629,1.0,1.0,2396378.3353678514,11548641.875762945,11548641.875762945,1
1,6,76,4052,1.0,158,1095418.5927135544,1095418.5927135544,1.0,1,2.6972093819096368,1.0,1.3027906180903632,1348604.6909548184,2500797.192271338,2500797.192271338,1
1,6,90,6073,1.0,85,739569.4184219098,739569.4184219098,1.5047955983045282,1,7.0,1.0,1.0,3146643.08118683,6696527.028751221,6696527.028751221,1
1,6,80,5970,1.0,120,4000000.0,4500000.0,1.0,2,8.0,1.0,1.0,2500000.0,840000.0,840000.0,1
1,6,76,5771,2.0,153,6000000.0,10000000.0,1.0,2,4.0,1.0,1.0,1600000.0,3890000.0,3890000.0,1
1,6,76,5756,2.0,194,3000000.0,3000000.0,1.0,1,6.0,1.0,1.0,2400000.0,640000.0,640000.0,0
2,6,76,5794,1.0,51,3500000.0,3000000.0,1.0,1,2.0,2.0,1.0,1000000.0,15096000.0,15096000.0,1
2,6,76,5800,1.0,51,1700000.0,1700000.0,1.0,1,7.0,1.0,1.0,3500000.0,2741856.0,2741856.0,0
1,6,89,6068,1.0,51,6000000.0,6000000.0,1.0,1,5.0231996714893405,1.0,1.0,2009279.8685957363,618292.8808136221,618292.8808136221,1
1,6,76,5753,1.0,58,103716.14891596219,5234279.514792606,1.8384918338430247,1,2.0,1.1615081661569753,1.0,800000.0,6075214.409724766,6075214.409724766,1
1,6,76,5754,1.0,189,3500000.0,3500000.0,1.0,1,6.0,1.0,1.0,2462534.8816850088,6213450.580631878,6213450.580631878,1
2,6,76,5754,1.0,51,4500000.0,4500000.0,1.0,1,6.0,1.0,1.0,2400000.0,765000.0,765000.0,1
1,6,80,5982,1.0,191,2500000.0,5279405.839552239,1.0,1,5.0,1.0,1.0,2500000.0,7742000.0,7742000.0,0
2,6,76,5749,1.0,121,10000000.0,10000000.0,1.0,1,3.0,2.0,1.0,1200000.0,14280000.0,14280000.0,0
1,6,76,5787,2.0,51,3000000.0,3000000.0,1.0,1,6.0,1.0,1.0,2400000.0,6860000.0,6860000.0,0
1,6,76,6187,1.0,51,1700000.0,1700000.0,1.0,1,6.0,1.0,1.0,2400000.0,3276000.0,3276000.0,0
2,6,76,5764,1.0,139,591946.4969390382,591946.4969390382,1.0,1,5.0,1.0,1.0,2500000.0,3189087.082693646,3189087.082693646,1
1,6,87,6025,1.0,45,6470000.0,6470000.0,1.0,1,4.0,1.0,1.0,1600000.0,5898935.203531912,5832220.60178639,1
1,6,80,5967,1.0,51,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,2500000.0,2320000.0,2320000.0,1
1,6,76,5762,1.0,186,6031511.222405616,6031511.222405616,1.0,1,3.0,1.0,1.0,1490546.6332783152,11527556.917640809,11527556.917640809,1
1,8,126,6087,1.0,130,6408.987854561603,6408.987854561603,1.0,1,3.590347690458773,1.0,1.0,2000000.0,6922043.694780019,6922043.694780019,1
1,6,76,5754,1.0,115,7000000.0,7000000.0,1.0,1,4.0,2.0,1.0,1600000.0,6744000.0,6744000.0,0
1,6,79,5918,1.249546199849506,155,6000000.0,6000000.0,1.0,1,5.0,1.249546199849506,1.0,2124773.099924753,7035000.0,7035000.0,1
1,6,90,6105,1.0,120,4000000.0,2000000.0,1.0,1,4.0,1.0,1.0,1600000.0,5265000.0,5265000.0,0
1,6,85,6003,1.3429695017658927,51,4174465.999510149,1568593.9003531786,1.0,1,5.971091494702322,1.3429695017658927,1.0,2525624.398587286,2846433.627579465,2846433.627579465,1
2,6,90,6088,1.0,51,123456.0,5279405.839552239,2.0,2,6.0,1.0,1.0,2400000.0,512000.0,512000.0,1
2,6,90,6177,1.0,51,3000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,5220000.0,5220000.0,1
1,6,76,5762,1.0,162,15000000.0,15000000.0,1.0,1,4.0,1.0,1.0,1876084.8563163604,7445146.566364682,7445146.566364682,1
1,6,78,5998,1.0,97,5210008.106285934,5210008.106285934,1.0,1,6.840032425143738,1.0,1.0,3072025.94011499,976682.4967360678,976682.4967360678,1
1,6,84,6001,1.6195879548978296,104,4813100.693881113,2619587.9548978293,1.0,1,5.521648180408682,1.0,1.0,2123179.1705716853,5968988.789546514,5943609.751458324,1
2,6,76,5772,2.0,189,1850000.0,1850000.0,1.0,1,1.0,1.0,1.0,400000.0,5640000.0,5640000.0,0
1,6,86,5983,1.0,174,6067075.137430328,6067075.137430328,1.0,1,3.0,1.0,1.0,1220122.5412290983,16806439.213193312,16806439.213193312,1
1,6,90,6069,1.0,183,4500000.0,4500000.0,1.0,2,5.0,1.0,1.0,2500000.0,16200000.0,16200000.0,1
1,6,76,5801,2.0,140,826000.0,826000.0,1.0,1,4.0,2.0,1.0,1600000.0,7700000.0,7700000.0,1
1,8,112,5077,1.0,188,4000000.0,4254711.064074894,1.0,1,3.471733615550631,1.5094221281497897,1.0,898115.5743700421,3832288.968857478,3832288.968857478,1
1,6,89,6039,1.0,120,1800000.0,1800000.0,1.0,1,4.0,1.0,1.0,1500000.0,3430000.0,3430000.0,0
1,6,80,5944,1.0,143,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,2000000.0,3050000.0,3050000.0,0
1,8,122,6144,1.0,71,3894754.2671994953,3245573.376534511,1.0,1,4.0,1.0,1.0,1670163.821867003,11057232.489728888,11057232.489728888,1
2,6,87,6019,2.0,166,2000000.0,2000000.0,1.0,1,6.0,1.0,1.0,2000000.0,3840000.0,3840000.0,0
1,6,77,5817,1.0,51,7000000.0,7000000.0,1.0,1,3.0,1.0,1.0,1500000.0,16896000.0,16896000.0,1
1,6,76,5752,1.0,51,6000000.0,6000000.0,1.0,1,6.0,1.0,1.0,3000000.0,3230000.0,3230000.0,0
2,6,76,5751,2.0,51,2415000.0,2415000.0,1.0,1,3.0,1.0,1.0,1200000.0,1275028.0,1275028.0,1
1,6,76,5794,1.0,51,3000000.0,3000000.0,1.0,1,3.0,2.0,1.0,1500000.0,21000000.0,21000000.0,1
1,6,80,5971,2.0,118,10000000.0,10000000.0,1.0,1,5.0,1.0,1.0,2000000.0,6708000.0,13416000.0,0
2,13,182,5090,1.0,144,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,6687000.0,6687000.0,1
1,6,80,5947,1.0,190,8002590.353017025,8002590.353017025,1.0,1,7.041445648272392,1.0,1.0,3503626.494223834,15119875.663055183,15119875.663055183,1
2,6,76,5781,2.0,51,1.0,11.0,1.0,1,5.0,1.0,1.0,2000000.0,8820000.0,8820000.0,0
1,10,139,5392,1.0,111,10000000.0,10000000.0,1.0,1,7.0,1.404289747254869,1.0,2800000.0,7274499.793418225,7274499.793418225,1
1,6,90,6080,1.0,120,5000000.0,1500000.0,1.0,1,4.0,1.0,1.0,2000000.0,3097000.0,3097000.0,0
1,6,80,6152,2.0,194,6000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,3890000.0,3890000.0,0
1,6,76,5767,2.0,194,3000000.0,3000000.0,1.0,1,4.0,1.0,1.0,1600000.0,4200000.0,4200000.0,1
1,6,90,6089,2.0,51,1900000.0,9000000.0,1.0,1,3.0,1.0,1.0,1500000.0,3360000.0,3360000.0,0
1,6,76,5782,2.0,194,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,5898935.203531912,5832220.60178639,0
1,6,87,5992,1.0,104,3500000.0,3500000.0,1.0,2,2.0,1.0,1.0,1500000.0,3430000.0,3430000.0,1
1,6,86,5988,1.0,51,12237016.436710272,4683978.084386304,1.0,1,4.762983563289728,1.0,1.0,2381491.781644864,7217416.536532035,7217416.536532035,1
1,13,183,5236,1.0,151,3953111.7368714917,3990622.347374298,1.0,1,4.0,1.9062234737429835,1.0,1600000.0,5990250.636630168,5990250.636630168,1
1,6,90,6093,1.0,120,5000000.0,5000000.0,1.0,1,6.0,1.0,1.0,1500000.0,11.0,11.0,1
1,6,87,6122,1.0,136,465065.46397538634,6225346.468818818,1.0,1,4.2253464688188185,1.0,1.0,1509861.4124724728,3528000.0,3528000.0,1
1,6,84,6075,1.2246538495968644,51,5000000.0,1277534.6150403135,1.0,1,2.6739615487905932,1.7753461504031356,1.0,1224653.8495968645,17132384.998657223,17132384.998657223,1
1,6,80,5956,1.0,51,4000000.0,4000000.0,1.0,1,5.0,1.0,1.0,2000000.0,4200000.0,4200000.0,0
1,6,76,5794,1.0,51,3000000.0,3000000.0,1.0,1,2.0,2.0,1.0,800000.0,4044000.0,4044000.0,1
2,6,80,5950,2.0,51,1500000.0,1500000.0,1.0,1,6.0,1.0,1.0,3000000.0,490000.0,490000.0,0
1,6,90,6176,2.0,183,6000000.0,6000000.0,1.0,1,8.0,1.0,1.0,4000000.0,7919000.0,7919000.0,0
1,6,90,6088,1.0,151,4000000.0,4000000.0,1.0,1,5.0,1.0,1.0,2500000.0,2090000.0,2090000.0,1
1,6,76,5783,1.4809728898861239,103,5000000.0,5000000.0,1.0,1,3.9619457797722477,1.0,1.0,2000000.0,3611543.349357267,3611543.349357267,1
2,6,90,6065,1.0,185,123.0,0.0,2.0,1,3.0,1.0,1.0,1200000.0,2830000.0,2830000.0,1
1,6,89,6171,1.0,190,5000000.0,5000000.0,1.0,1,4.019631259057815,1.0,1.0,2000000.0,3869411.0622282657,3869411.0622282657,1
2,6,89,6046,1.0,191,3600000.0,3600000.0,1.0,1,6.0,1.0,1.0,3000000.0,2772000.0,2772000.0,0
1,6,90,6111,1.0,183,6000000.0,6000000.0,1.0,1,9.0,1.0,1.0,3600000.0,3981600.0,3981600.0,0
1,6,90,6089,2.0,183,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2500000.0,336000.0,336000.0,0
1,6,90,6173,1.0,185,1.0,1.0,1.0,1,4.0,1.0,1.0,1600000.0,1344000.0,1344000.0,0
1,6,90,6171,2.0,120,4000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,23000000.0,23000000.0,0
1,6,76,5786,2.0,194,7000000.0,7000000.0,1.0,1,4.0,1.0,1.0,2000000.0,2700000.0,2700000.0,0
1,6,87,6018,2.0,183,5000000.0,5000000.0,1.0,1,7.0,1.0,1.0,3500000.0,3324000.0,3324000.0,0
1,6,80,5944,1.0,120,1000.0,3000000.0,1.0,1,5.0,1.0,1.0,1500000.0,4164000.0,4164000.0,0
1,6,90,6089,1.0,11,6000000.0,6000000.0,1.0,1,2.0,1.0,1.0,1500000.0,3980000.0,3980000.0,0
2,6,90,6068,2.0,51,750000.0,4000000.0,1.0,1,6.0,1.0,1.0,2400000.0,3265000.0,3265000.0,0
1,6,75,2568,1.0,27,5500000.0,5500000.0,1.0,1,4.0,1.0,1.0,2000000.0,2712000.0,2712000.0,1
2,6,76,5755,2.0,117,5000000.0,5000000.0,1.0,1,8.0,1.0,1.0,4000000.0,465000.0,465000.0,0
1,6,80,5963,1.0,120,3000000.0,3850000.0,1.0,1,2.0,1.0,1.0,1200000.0,12150000.0,12150000.0,0
2,6,76,5791,2.0,73,3000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,6708000.0,6708000.0,0
1,6,76,5787,1.0,51,4000000.0,900000.0,1.0,1,9.0,1.0,1.0,4500000.0,7572000.0,7572000.0,0
1,6,90,6079,1.0,126,3000000.0,3000000.0,1.0,2,7.0,1.0,1.0,3500000.0,2920000.0,2920000.0,1
1,6,76,5788,1.9165359150106167,190,3000000.0,3000000.0,1.0,1,7.833071830021233,1.0,1.0,3866457.4640169865,11079228.11994501,11079228.11994501,1
1,6,78,5849,1.8382304210818006,84,5000000.0,5000000.0,1.0,1,3.0,1.0,1.0,1167646.08421636,6215868.275680448,6215868.275680448,1
1,6,76,5793,1.0522578792860238,51,5000000.0,773516.0456787107,1.0,1,3.1045157585720475,1.0,1.0,1241806.303428819,16403516.04567871,16403516.04567871,1
2,6,80,5954,2.0,51,123456.0,1500000.0,1.0,1,4.0,1.0,1.0,1600000.0,2652000.0,2652000.0,0
1,6,90,6139,1.0,126,6000000.0,6000000.0,1.0,1,4.318019716751487,1.0,1.0,1727207.8867005948,25560660.09441617,25560660.09441617,1
1,6,80,5654,2.0,51,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,2000000.0,3885000.0,3885000.0,0
1,6,89,6062,1.0,115,7000000.0,7000000.0,1.0,1,4.487497351229669,1.0,1.0,2000000.0,4490416.486489911,4490416.486489911,1
2,6,76,5785,1.0,85,3000000.0,3000000.0,1.0,1,5.0,1.0,1.0,2000000.0,2592000.0,2592000.0,1
2,6,76,5751,1.0,15,3000000.0,3000000.0,1.0,1,5.0,1.0,1.0,2000000.0,5130000.0,5130000.0,1
1,6,90,6166,1.0,51,10000000.0,2000000.0,1.0,1,6.0,1.0,1.0,2400000.0,3406480.0,3406480.0,0
1,9,138,4569,1.0,183,4000000.0,4430845.451893672,1.0,1,2.1383090962126547,2.0,1.0,855323.6384850619,3828893.8831118513,3828893.8831118513,1
1,6,90,6166,1.0,183,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,575120.0,575120.0,0
2,6,84,5939,1.0,195,1.0,5203828.85908689,1.7295082286523966,1,3.5409835426952068,2.0,1.0,1770491.7713476033,6343819.678645089,6343819.678645089,1
1,6,90,6106,1.0,120,7000000.0,7000000.0,1.0,1,7.0,1.0,1.0,2800000.0,6876000.0,6876000.0,1
1,6,76,5763,2.0,51,4000000.0,4000000.0,1.0,1,6.0,1.0,1.0,2400000.0,2448000.0,2448000.0,0
1,6,90,6105,2.0,51,700000.0,700000.0,1.0,1,8.0,1.0,1.0,3200000.0,5795000.0,5795000.0,0
2,6,76,5786,2.0,51,2500000.0,5000000.0,1.0,1,2.0,1.0,1.0,1000000.0,1970000.0,1970000.0,0
1,6,90,6176,2.0,183,5000000.0,5000000.0,1.0,1,7.0,1.0,1.0,3500000.0,3097000.0,3097000.0,0
2,6,87,5995,1.0,51,4000000.0,4000000.0,1.0,1,9.0,1.0,1.0,3600000.0,9734400.0,9734200.0,0
1,6,76,5779,1.0,138,5000000.0,5000000.0,1.0,1,6.142820743001247,1.0,1.0,2971435.8513997504,4135711.5557250935,4135711.5557250935,1
1,6,87,6162,2.0,51,4500000.0,680000.0,1.0,1,9.0,1.0,1.0,3600000.0,13272000.0,13272000.0,1
2,6,87,6022,2.0,51,123456.0,1000000.0,2.0,1,6.0,1.0,1.0,2400000.0,2649000.0,2649000.0,0
1,8,118,5515,1.0,138,487778.235874933,8802988.631722577,1.0,1,5.8029886317225765,1.0,1.0,2021942.6106196747,7115312.614703807,7115312.614703807,1
1,6,84,5937,1.0,90,405687.8155170773,5000000.0,1.0,1,3.001871595169996,1.0,1.0,1725421.108913249,7050949.46693041,7050949.46693041,1
2,6,76,5774,2.0,51,5000000.0,7000000.0,1.0,1,4.0,1.0,1.0,2000000.0,7960000.0,7960000.0,0
1,6,76,5761,1.0,191,7500000.0,7500000.0,1.0,1,5.0,1.0,1.0,2500000.0,7300000.0,7300000.0,1
1,6,76,5767,1.0,108,7000000.0,7000000.0,1.0,1,4.134541727960591,1.0,1.0,1783635.4319901476,7402269.083455921,7402269.083455921,1
1,6,87,5993,1.0,183,4000000.0,4000000.0,1.0,1,9.0,1.0,1.0,4500000.0,8320000.0,8320000.0,1
2,6,80,5974,1.0,51,825000.0,825000.0,1.0,1,7.0,1.0,1.0,2800000.0,14668500.0,14668500.0,1
1,6,90,6171,1.0,51,6000000.0,700000.0,2.0,2,7.0,1.0,1.0,2800000.0,25500000.0,25500000.0,0
1,6,76,5792,2.0,51,5000000.0,5000000.0,1.0,1,9.0,1.0,1.0,3600000.0,2676000.0,5352000.0,0
2,6,76,5815,2.0,51,1500000.0,1800000.0,1.0,1,3.0,2.0,1.0,1500000.0,1880200.0,1880200.0,0
